Path ID,ADV [Corrected]
156-3102,6.79
130-37,3.26
37-3102,7.45
66-106,33
193-152,28.79
142-64,69.97
16-34,24.1
70-3065,84.44
41-156,4.9
190-3102,15.23
64-3024,59.06
103-111,29.46
18-3102,6.87
60-47,3.31
26-177,5.22
146-24,15.16
68-60,48.91
60-11,176.38
194-142,142.18
34-64,8.89
108-131,11.24
150-35,22.45
145-88,18.6
177-146,4.91
18-166,4.97
28-106,53.62
18-76,19.26
114-86,113.37
28-127,63.55
176-163,134.6
127-3117,202.09
177-21,5.87
21-43,9.73
122-145,154.75
142-75,64.73
Nov-64,131.29
129-47,0.89
41-86,12.56
150-111,14.48
43-3117,1.62
68-27,2.68
111-3024,5.36
37-108,4.12
122-81,103.23
29-68,55.6
20-150,45.89
150-3071,22.6
136-68,4.05
139-41,2.3
146-3112,8.8
74-108,88.52
191-181,161.37
40-86,37.96
122-3081,99.01
131-74,23.75
131-3117,11.45
43-18,4.37
41-88,14.37
18-127,7.8
149-194,8.85
158-64,1.26
106-163,2.04
44-20,7.19
111-3118,15.1
18-165,4.88
100-171,17.04
122-25,15.82
18-34,17.74
179-106,22.17
76-181,69.11
104-125,34.66
191-88,204.83
171-3065,13.91
127-44,65.32
26-122,39.51
68-158,38.59
106-3118,19.52
115-192,42.98
116-125,17.08
85-3114,125.95
43-26,8.29
110-152,17.69
177-28,15.41
35-104,0.88
115-3071,50.11
131-70,30.96
86-171,56.59
166-152,19.51
35-60,1.25
41-166,2.84
142-181,119.9
129-136,7.75
74-194,59.89
37-116,1.18
156-165,55.41
20-171,10.62
86-3102,76.27
158-31,7.2
40-3101,26.15
125-114,35.62
149-3101,1.01
20-3117,12.91
104-3101,34.41
106-25,0.7
100-150,60.21
104-75,27.51
117-47,1.57
190-130,11.92
81-24,160.6
117-54,22.65
75-3101,12.74
35-115,7.19
142-3102,23.83
190-3071,23.37
125-3102,70.62
185-34,457.49
74-136,16.78
76-24,46.93
191-150,88.81
177-47,0.5
85-185,564.04
114-40,13.63
17-31,133.4
142-139,81.44
103-191,18.8
111-3065,4.01
76-145,13.27
54-106,13.97
26-40,19.8
24-145,54.43
76-85,61.36
103-31,43.77
179-152,20.91
129-3081,7.8
122-3102,349.04
193-107,9.09
171-3071,101.46
136-104,1.15
76-3065,5.02
21-3112,9.41
139-110,5.59
76-43,8.75
43-3101,2.05
37-3065,0.83
166-60,2.52
54-76,15.72
130-64,21.07
115-163,4.28
70-130,105.48
20-Nov,69.21
190-25,1.24
191-135,55.55
100-86,157.65
88-149,86.17
68-44,39.66
20-104,9.14
31-179,17.64
70-86,1025.2
171-24,110.59
179-76,16.98
44-25,1.39
16-3065,7.08
21-3065,5.91
194-88,143.4
16-3101,9.94
190-107,6.64
139-135,20.98
44-75,3.38
129-44,10.25
127-106,213.09
158-135,0.71
69-3065,9.51
100-3114,30.79
145-11,4.89
106-156,14.2
150-106,22.39
103-171,18.6
100-54,26.8
171-146,99.52
136-171,6.85
35-16,8.8
181-74,265.02
185-111,25.56
44-127,6.18
88-40,139.87
135-3102,20.53
74-34,14.09
139-28,11.61
70-185,298.13
66-158,8.94
74-43,12.18
60-127,33.19
40-64,16.32
26-74,28.23
156-171,44.92
17-107,9.24
35-29,4.92
29-125,16.37
100-17,99.83
129-125,7
85-21,479.89
28-16,130.37
190-181,33.59
166-177,23.76
103-3114,12.49
185-31,647.85
70-88,809.38
75-103,29.97
68-20,41.38
100-108,41.7
88-104,277.85
130-24,13.26
16-75,55.45
146-142,400.83
110-25,1.11
177-108,5.1
86-130,117.97
111-150,19.04
24-142,57
74-28,66.65
88-156,176.6
158-3081,0.86
149-31,8.46
35-68,4.81
127-191,90.57
116-193,7.77
194-192,345.16
194-20,140.21
139-117,18.47
177-100,30.73
64-16,226.17
86-181,119.67
85-158,42.76
139-103,4.68
130-3024,6.23
110-43,5.23
194-166,90.22
17-158,0.7
150-125,34.21
69-192,5.72
21-25,1.47
85-3112,496.36
85-20,225.62
100-114,322.03
81-16,367.58
29-34,19.31
142-107,52.8
179-100,21.33
136-146,6.43
125-75,12.2
131-145,47.92
28-17,281.24
16-17,45.66
122-179,48.46
115-3101,120.05
54-3118,11.94
75-193,7.58
194-114,220.38
75-171,41.74
190-194,98.56
117-43,22.37
171-106,78
66-18,56.08
106-139,4.16
145-64,12.02
16-165,11.4
192-26,19.01
103-116,12.12
106-3071,26.14
88-117,321.68
111-60,1.33
193-139,5.11
116-29,15.96
156-152,63.15
129-193,16.14
130-47,2.89
116-3117,73.08
136-54,4.42
44-41,9
40-37,14.47
149-107,2.59
21-150,32.11
81-3114,76.29
21-54,16.16
54-165,7.45
18-108,22.31
16-150,47
185-16,475.85
116-70,45.09
110-185,348.99
166-24,14.81
26-163,4.22
31-149,11.28
21-44,7.47
190-41,10.32
135-37,5.77
18-17,96.91
64-149,36.03
74-139,13.24
60-177,5.94
60-125,39.05
70-192,118.71
64-163,3.19
193-131,3.17
163-156,6.82
142-103,56.63
43-21,8.14
127-193,23.38
191-125,46.24
37-3081,2.28
114-3118,79.53
192-177,18.78
110-35,2.65
176-34,173.49
142-40,25.5
24-117,115.97
176-125,280.42
18-70,31.19
76-3102,67.82
111-34,3.78
18-60,7.73
106-70,53.74
177-3112,1.82
16-127,32.91
26-28,88.58
54-27,2.98
129-106,29.06
104-150,25.63
179-192,18.22
130-122,165.79
129-115,23
139-20,7
34-3024,2.55
100-190,66.21
75-66,31.55
114-110,50.3
81-43,194.26
190-191,59.45
76-106,85.08
17-24,119.83
24-179,35.82
81-54,123.52
110-108,18.58
18-75,9.98
31-104,30.26
34-54,13.19
40-66,12.39
100-28,102.69
28-117,93.62
181-81,672.84
60-107,135.47
75-108,24.59
111-131,6.81
100-3112,121.4
116-116,50.94
20-41,47.58
76-3071,57.4
122-3118,78.67
115-68,84.31
110-17,26.59
74-41,18.8
106-193,5.47
103-146,23.92
171-21,78.19
75-69,20.25
43-116,1.51
108-139,16.9
106-29,25.64
179-191,10.52
44-194,9.64
31-40,154.22
149-54,1.33
66-110,6.63
177-129,1.93
176-69,403.36
193-125,10.46
145-171,8.77
192-104,11.8
66-135,9.31
131-106,17.41
76-110,50.67
66-24,23.88
44-11,3.42
108-135,17.91
43-110,2.86
191-116,19.35
192-108,28.51
192-100,20.31
192-142,52.89
41-3112,4.15
28-129,18.41
34-74,3.76
156-69,21.87
149-41,0.71
177-43,3.55
104-108,16.71
117-177,20.67
185-171,168.91
190-74,18.98
116-34,3.34
37-3024,2.79
28-86,165.18
111-116,5.02
179-81,27.52
26-17,55.48
28-181,41.62
27-25,0.53
17-104,13.15
41-34,9.82
68-108,57.02
26-76,41.06
18-28,51.44
116-85,46.83
107-190,5.75
68-100,88.96
17-60,34.27
193-17,10.9
150-165,473.56
181-194,348.72
85-47,60.63
127-107,272.23
40-47,21.75
176-47,17.1
81-191,573.09
29-35,10.62
88-81,509.2
110-150,18.33
131-142,171.91
181-18,185.38
86-110,108.83
111-122,59.5
21-20,67.25
27-122,1.23
136-116,1.61
41-20,9.42
88-142,255.69
66-25,1.29
104-131,11.59
181-27,26.86
106-149,5.75
60-70,29.66
125-142,35.85
70-111,105.74
176-11,421.77
81-149,95.63
179-114,21.49
139-116,4.11
69-111,9.03
142-26,20.28
193-116,10.07
179-135,4.71
152-192,27.92
135-115,21.29
127-110,100.33
41-107,4.99
125-81,31.7
179-171,16.89
74-26,38.71
35-28,4.07
110-127,9.9
149-115,6.05
16-3114,2.57
139-152,27.72
24-47,15.47
116-68,30.84
29-69,13.21
194-3117,254.04
129-3065,2.99
44-74,1.64
130-34,2.94
142-35,17.15
20-28,47.91
146-3065,1.96
37-75,4.55
25-24,1.3
28-108,64.65
103-3112,92.65
176-103,762.32
122-88,182.83
179-177,18.6
139-76,8.96
177-125,9.39
16-3112,8.92
117-31,64.22
31-31,493.66
177-194,29.56
69-25,0.53
75-20,37.59
69-156,5.22
115-3114,16.66
76-11,16.17
145-3071,8.42
64-44,28.09
152-150,334.25
18-11,29.64
190-21,11.74
191-130,49.57
104-74,24.91
68-3112,17.98
139-35,1.33
110-176,44.13
192-122,29.05
149-156,6.96
104-3118,35.54
88-165,65.12
166-158,16.28
111-191,14.12
146-166,15.18
47-142,1.13
111-100,87.59
16-16,212.79
194-37,30.56
24-193,32.35
64-70,111.87
130-185,37.36
75-18,19.89
111-3102,24.57
106-181,20.3
131-181,27.04
142-74,36.06
25-69,0.56
191-40,26.37
68-129,27.07
149-122,26.52
81-11,165.85
66-3114,5.9
129-66,19.81
100-75,30.96
150-127,37.8
28-163,3.37
192-37,5.12
29-139,13.84
100-27,6.55
122-115,177.13
130-107,10.65
29-17,91.26
171-27,5.18
192-3117,10.93
21-85,15.56
24-136,7.9
177-75,12.23
142-179,26.04
158-139,4.48
100-131,14.98
24-116,20.1
125-127,21
117-108,114.19
106-111,7.31
108-111,28.78
86-100,667.98
40-28,31.81
16-146,35.05
29-163,10.67
106-3101,26.3
166-130,11.05
68-37,16.19
131-54,53.69
103-69,35.54
110-142,19.88
86-70,351.99
70-64,206.97
181-139,121.08
145-117,5.16
26-3112,9.46
181-117,296.45
122-21,129.63
34-3118,1.23
185-18,522.54
27-17,1.77
107-81,11.27
136-106,1.71
149-40,0.56
139-122,31.19
69-130,10
130-86,15.23
70-37,17.73
193-3024,3.85
110-100,45.61
130-3065,4.12
88-115,364.02
26-100,30.35
43-35,5.32
16-Nov,67.1
130-69,9.74
135-3071,72.49
100-68,122.38
185-70,451.97
127-70,526.85
194-41,49.24
145-129,2.68
108-44,10.86
177-37,7.42
100-3065,16.08
122-11,102.9
11-131,27
111-136,2.59
122-70,406.58
106-130,16.42
100-3117,137.84
116-43,5.75
21-135,3.01
43-88,8.94
70-81,169.75
114-111,65.58
142-177,55.36
31-127,41.09
171-166,61.53
192-43,3.74
135-68,45.36
54-181,10.13
81-18,129.33
60-179,3.7
75-107,17.45
28-34,37.03
68-115,79.19
81-3081,349.09
41-100,13.84
116-25,1.28
85-177,83.2
85-37,75.63
192-190,63.9
156-24,40.31
66-47,2.65
74-3102,18.71
185-145,524.12
25-70,1.44
64-191,34.03
115-28,93.82
100-3118,69.24
37-21,10.88
115-127,56.75
21-29,72.27
179-66,8.45
139-37,1.29
171-86,128.44
86-107,64.01
108-125,39.48
103-20,32.22
69-127,11.74
16-103,24.42
74-40,23.73
100-34,8.21
54-100,32.73
54-16,32.34
44-86,8.86
21-177,4.29
185-106,165.74
85-125,220.52
16-37,20.96
130-179,5.56
11-100,17.12
129-54,25.75
127-20,51.1
88-107,295.66
20-31,86.59
117-3081,14.56
107-66,9.18
66-54,21.74
150-3081,47.51
11-116,12.92
18-149,8.97
181-20,140.26
158-179,0.5
176-3117,945.34
149-60,1.15
88-139,141.78
16-3071,26.61
68-116,25.4
88-190,322.62
17-16,203.65
185-156,322.42
117-3071,24.08
54-40,10.12
103-43,13.31
194-85,324.16
127-29,63.19
66-136,9.73
176-76,501.56
179-18,10.36
17-3118,4.42
25-29,0.52
103-176,137.45
158-190,1.21
20-18,67.48
17-115,21.51
11-156,17.75
122-3065,55.95
64-110,37.66
130-146,43.44
108-26,9.83
27-3102,2.33
129-75,14.23
37-103,8.83
115-43,19.9
31-44,52.74
115-25,2.78
193-114,12.05
150-190,142.34
176-111,55.81
26-70,36.22
20-3101,14.7
24-31,522.03
16-18,61.66
18-135,4.84
68-171,51.44
88-145,213.99
26-3117,25.18
145-115,9.46
54-17,41.47
106-110,8.82
176-43,287.98
150-86,108
117-37,17.71
114-131,6.67
146-115,20.1
192-110,15.23
75-29,15.87
139-34,0.62
60-54,128.46
104-68,32.13
117-111,97.22
181-130,105.6
117-117,286.76
68-117,68.86
106-135,7.68
74-192,36.73
21-146,9.79
185-74,235.22
176-29,745.09
191-139,63.04
114-74,32.01
135-108,35.38
150-3101,43.55
193-149,9.64
145-75,6.7
111-171,11.77
116-176,32.89
68-149,22.09
116-76,36.89
37-34,16.5
29-150,57.64
150-21,27.23
111-110,25.36
100-26,21.41
37-37,40.58
115-64,86.08
127-81,154.5
88-150,235.63
116-114,53.01
179-110,4.63
111-18,4.91
122-103,203.1
176-177,666.73
76-76,81.58
110-18,19.45
150-149,16.06
129-26,13.25
127-27,2.32
60-3081,1.8
28-11,45.61
135-69,15.89
16-25,2.54
17-76,11.99
24-68,92.74
60-17,284.77
150-116,11.48
86-3065,32.7
122-66,71.06
139-3071,4.25
69-191,4.65
129-158,2.93
76-130,9.6
25-28,0.77
110-129,5.38
107-103,30.72
26-108,16.23
125-31,29.55
193-117,18.42
17-3071,11.9
130-31,21.04
24-130,41.71
20-43,56.89
166-166,30.91
66-191,41.75
192-194,80.94
43-114,4.2
176-3081,1433.33
156-181,57.77
76-136,8.39
110-149,5.38
74-64,76.18
156-3081,21.75
74-24,52.3
60-81,35.7
21-24,74.93
64-54,62.64
85-3102,285.72
136-110,3.94
18-142,31.26
166-179,6.43
191-115,48.33
146-11,20.8
18-116,5.33
194-191,239.97
192-163,5.1
76-60,5.54
129-111,14.46
150-64,84.75
64-107,103.69
149-181,5.93
194-149,87.09
194-18,132.72
16-131,8.79
131-179,11.19
179-158,7.22
26-27,4.78
86-69,82.2
176-28,317.63
114-3081,19.53
117-122,79.61
110-177,5.27
64-171,40.24
37-28,20.83
85-127,340.75
156-76,36.39
68-110,14.08
37-3118,2.24
68-54,22.8
106-100,82.71
156-193,16.02
108-177,12.5
44-3112,2.6
116-191,30.04
Nov-43,46.03
11-114,16.72
191-122,191.74
70-54,69.55
21-26,30.91
44-106,2.39
190-114,12.8
150-171,130.72
176-176,4187.63
41-60,2.95
110-114,48.36
104-3117,18.39
37-26,5.2
106-47,0.58
44-111,0.87
107-64,14.74
100-20,53.15
76-3101,48.13
150-194,95.98
41-21,17.42
37-35,14.61
26-54,13.31
193-11,11.51
192-17,26.75
76-3081,21.94
64-106,100.75
76-156,22.56
179-70,26.01
18-29,79.9
135-185,49.76
17-103,17.93
166-35,2.75
146-145,454.13
177-74,10.14
115-152,29.75
116-3118,38.36
150-3117,21.69
25-194,0.72
74-116,32.37
85-142,276.58
28-114,52.67
68-122,75.84
31-110,6.62
171-26,52.74
181-60,49.91
Nov-37,25.73
54-74,7.42
37-107,1.52
122-100,418.55
142-3065,12.73
114-185,403.69
107-70,43.27
122-16,186.28
104-158,6.55
69-74,14.06
103-34,6.29
158-171,0.54
29-3112,16.81
64-76,108.9
152-194,54.58
76-66,21.01
31-116,21
75-111,21.98
20-85,55.9
100-130,26.69
139-60,0.68
130-171,14.27
177-110,13.55
16-74,46.06
179-139,4.58
106-68,21.87
18-3065,2.57
149-193,2.3
108-149,14.41
17-17,291.04
88-131,146.08
103-100,131.05
70-107,214.06
107-117,24.71
130-3071,10.4
185-68,258.87
28-68,120.23
181-17,486.68
115-100,124.32
60-75,18.38
70-76,267.69
145-142,116.65
88-28,215.09
11-127,22.71
146-3101,7.22
34-116,5.5
69-104,6.62
114-64,28.21
17-192,3.98
43-103,8.08
146-108,25.38
86-18,163.2
125-85,50.16
179-3118,12.17
114-107,124.41
127-47,29.74
75-81,88.11
122-47,82.98
47-108,0.65
66-40,16.5
115-111,86.01
152-152,199.65
41-3081,5.9
68-150,57.07
76-190,80.17
122-127,281.75
136-3102,1.57
17-68,71.18
88-122,415.68
69-35,0.53
111-127,16.62
149-81,16.74
185-85,157.78
60-3112,3.59
76-3117,32.78
115-3118,62.3
171-66,48.3
129-34,6.48
131-103,14.17
145-106,7.17
165-158,13.08
111-3081,2.67
69-131,5.17
106-190,14.41
31-3118,62.73
117-3065,21.47
35-165,2.85
85-3024,226.65
106-86,38.3
191-21,35.69
18-20,103.67
60-3118,4.43
163-150,18.49
21-11,27.46
114-127,104.42
179-122,15.1
31-21,89.78
43-85,7.44
106-21,19.24
158-75,1.28
171-135,41.14
76-21,54.44
142-17,45.4
176-192,635.46
41-69,6.8
107-111,8.32
192-3102,7.4
136-70,8.6
34-100,5.6
136-3081,1.05
75-3114,2.49
111-31,13.15
181-11,323.27
100-125,63.03
193-158,5.72
110-165,7.79
106-11,6.72
122-193,59.42
66-163,8.69
171-70,198.34
110-171,25.07
60-69,191.57
193-130,6.27
117-35,8.78
34-3101,2.43
85-108,373.22
86-64,186.92
20-21,180.44
24-76,82.05
122-68,125.95
146-117,18.2
191-25,2.19
18-Nov,35.4
54-20,14.47
125-40,7.09
116-26,13.38
117-70,164.99
35-3102,2.23
136-3101,3.96
191-34,25.96
150-28,61.58
150-193,24.31
179-131,4.13
85-129,62.07
86-191,140.3
24-110,46.93
139-114,10.66
171-149,109.32
17-3024,64.17
131-85,29.61
75-166,8.22
88-193,151.63
17-139,3.14
41-44,41.89
117-103,155.28
177-177,70.54
131-3102,10.05
85-28,428.31
127-18,58.79
11-163,9.87
127-122,684.95
149-24,5.32
18-130,14.69
136-88,12.68
103-142,39.78
117-192,31.75
127-130,104.63
116-44,6.94
81-35,66.51
18-68,28.41
100-24,38.76
103-103,152.57
122-27,21.95
86-54,128.93
104-85,25.4
43-17,7.05
104-111,6.2
40-110,0.85
40-24,7.88
85-60,49.53
24-40,120.55
115-24,50.68
54-3024,8.96
177-3065,2.92
31-26,75.59
75-127,33.58
158-152,3.3
68-194,48.51
122-190,76.44
177-66,7.42
100-70,434.84
114-3024,20.88
136-108,2.64
26-11,36.83
190-166,16.78
64-40,75.74
88-3024,177.73
125-3118,48.31
69-3101,20.32
76-16,32.06
16-70,68.52
27-70,1.21
69-27,1.28
76-44,9.47
88-110,351.42
54-3071,9.79
122-106,155.94
190-104,6.24
104-25,0.63
81-176,422.04
130-44,6.32
114-66,66.29
149-142,22.61
69-43,5.71
28-142,94.32
37-100,7.64
176-115,359.74
106-107,46.15
11-110,13.42
24-3102,42.03
194-179,68.31
139-3101,2.1
171-69,114.19
86-158,38.23
106-43,9.55
191-3102,38.45
35-85,4.21
185-75,192.79
145-21,10.41
74-110,21.21
86-34,49.34
176-171,1434.24
115-3065,25.82
35-176,11.93
64-29,245.36
37-69,10
115-122,62.57
100-139,14.53
104-104,26.43
179-28,16.85
194-44,21.84
68-17,43.42
190-116,7.48
28-18,107.34
177-127,11.48
31-88,108.6
130-35,3.92
64-3102,147.77
20-24,136.54
85-41,107.1
176-26,400.52
185-176,337.35
115-35,10.1
16-114,55.88
81-125,256.73
29-115,36.68
127-26,34.45
115-34,12.21
16-31,150.21
17-122,90.81
41-40,34.96
16-3081,15.61
125-190,29.61
60-150,15.54
44-44,28.01
139-107,5.03
193-3118,10.39
76-185,131.06
177-156,15.54
115-179,25.25
34-29,12.17
158-85,1.22
127-28,62.1
75-28,44.56
176-190,1404.82
64-24,107.72
68-85,64.15
104-149,16.13
70-110,122.24
64-193,44.96
86-142,171.81
85-194,613.97
76-171,25.9
88-135,169.31
85-43,121.19
29-103,42.71
69-177,5.91
24-3117,22.75
18-194,23.63
135-177,12.72
76-70,184.16
29-107,19.85
28-28,326.24
86-125,74.47
146-131,102.79
100-115,147.47
139-181,22.75
44-152,4.17
17-28,90.87
127-179,107.06
165-165,74.94
24-139,16.52
34-165,3.2
194-16,129.94
190-75,12.84
156-122,62.59
44-64,8.05
177-111,10.38
26-16,93.42
107-86,13.84
69-76,7.62
156-68,27.94
44-34,3.23
129-131,4.25
85-171,124.03
111-85,84.85
176-85,789.41
171-47,5.4
122-185,120.09
70-3112,483.66
114-181,43.87
64-3112,74.76
150-17,59.24
176-131,91
31-3101,80.45
64-136,17.73
149-176,29.31
139-11,8.52
60-116,9.38
40-3112,28.61
40-150,9.34
85-64,293.13
111-181,23.36
166-181,16.28
60-29,368.12
41-17,28.15
192-158,2.02
70-3101,375.37
158-177,2.79
35-3065,1.27
107-130,5.97
192-3065,2.04
86-68,209.93
158-130,1.33
81-116,74.44
122-3114,69.59
40-100,4.2
116-115,49.92
190-66,15.13
25-100,2.89
122-44,610.82
149-103,3.24
110-181,26.97
100-110,213.76
81-20,159.97
75-16,38.78
18-3101,9.75
69-136,5.4
44-88,7.68
16-60,25.75
34-117,7.75
69-181,20.56
29-122,52.03
69-28,14.39
37-127,2.36
70-177,51.42
115-60,15.54
81-37,78.81
11-150,44.24
64-165,13.15
100-193,12.92
66-192,10.7
177-106,7.3
181-116,76.02
181-192,204.4
111-17,22.63
35-3071,2.87
179-107,14.43
107-104,35.06
150-156,512.86
177-176,48.41
108-41,8.63
108-3102,156.88
70-104,120.67
69-103,36.95
190-11,12.67
114-24,42.72
44-24,8.55
130-177,17.24
122-85,173.74
114-68,37.82
103-70,147.43
18-3118,7.83
66-11,47.61
66-35,10.83
139-194,11.68
69-3118,29.04
192-75,28.91
86-190,250.08
64-3071,57.23
70-127,457.45
142-108,33.04
16-110,10.89
194-3071,478.07
66-3065,10.65
17-25,1.2
107-106,22.12
125-130,12.65
40-70,34.49
193-3114,2.13
28-75,53.25
81-185,549.57
190-115,20.9
179-26,11.7
114-100,161.85
146-81,43.75
108-176,31.94
115-47,2.35
103-3117,70.47
86-85,167.64
60-44,24.48
116-16,27.57
142-68,79.19
125-176,29.36
76-131,8.69
103-110,73.97
115-158,5.61
142-70,156.1
103-136,6.4
136-69,2.04
194-181,339.92
122-60,46.88
20-115,28.95
127-3071,276.61
104-194,40.82
70-3102,320.8
108-106,79.21
166-70,17.4
142-24,43.25
130-104,11.19
139-139,72.21
85-106,479.38
47-122,2.31
194-194,1070.34
85-193,239.96
115-54,29.01
176-145,308.65
122-76,175.97
135-114,17.33
166-122,13.82
110-64,23.44
29-3071,24.53
185-40,389.08
158-194,3.45
70-17,184.31
104-103,30.39
122-104,148.91
149-149,29.49
88-11,128.16
110-24,17.8
127-135,126.43
47-24,1.34
85-35,95.5
194-40,18.55
47-21,0.77
74-68,34.59
40-21,25.86
108-104,23.37
75-122,53.31
142-111,22.93
21-47,0.81
107-122,23.7
185-179,225.7
21-114,33.73
176-24,257.23
131-3065,7.59
114-114,492.03
81-26,200.92
130-3081,4.15
150-166,178.39
81-34,147.5
40-29,40.1
100-3071,128.9
115-20,24.86
190-190,76.34
21-35,6.45
34-3071,1.37
85-176,485.39
107-114,19.26
88-85,1143.69
Nov-01,8.56
64-64,263.82
18-40,17.46
111-111,38.86
66-125,34.46
125-125,92.23
136-149,4.76
60-130,27.06
194-122,258.1
44-85,6.09
81-190,478.69
127-75,409.54
116-37,5.35
194-108,131.68
100-179,28.9
41-115,5.76
129-100,37.67
64-86,175.66
145-181,8.3
29-108,17.65
68-21,68.7
107-107,58
108-66,12.73
54-3117,14.4
75-75,89.48
76-125,42.6
142-69,52.69
110-41,4.15
191-66,68.16
41-11,15.64
146-146,261.99
26-103,16.07
149-166,5.46
150-152,365.69
114-3101,104.58
181-135,135.9
104-3024,45.33
129-177,5.07
150-29,47.46
116-3024,15.39
158-181,5.39
64-150,44.81
74-122,101.39
156-150,215.48
29-75,22.54
122-135,363.06
192-127,16.64
16-100,35.77
106-136,5.98
44-40,7.8
107-76,21.68
107-68,18.97
41-28,25.89
130-130,170.2
176-122,809.21
106-3081,9.36
103-54,8.77
114-125,40.41
100-122,93.12
70-181,187.95
114-28,38.67
114-103,178.02
70-27,15.33
69-114,27.92
74-88,176.74
176-25,31.13
190-192,32.09
115-86,148.51
66-122,114.71
28-150,67.35
145-69,13.95
31-85,89.81
185-117,189.52
70-3081,187.4
103-37,10.51
43-171,4.35
115-114,107.83
68-185,100.08
64-3117,141.05
41-3102,4.61
66-34,6.95
103-40,19.42
122-64,161.63
104-3114,7.46
85-100,573.05
35-21,9.5
74-70,115.94
17-117,24.7
122-166,68.48
111-41,3
107-21,9.3
26-26,51.15
149-16,8.56
108-122,44.9
60-37,149.02
156-85,55.3
107-135,3.36
106-106,94.89
75-68,22.67
86-24,184
26-37,11.58
156-156,167.88
Nov-81,108.46
125-3114,8.28
125-44,8.93
75-190,38.89
139-158,2.39
107-129,1.03
108-114,83.04
17-35,58.13
114-54,18.14
185-185,1121.35
85-85,893.83
122-129,103.23
104-66,15.13
131-130,64.77
100-149,9.13
139-44,2.74
122-122,1600.23
44-3102,3.14
54-122,40.51
86-40,66.33
74-85,129.82
27-31,0.62
43-29,14.6
43-28,7.23
145-145,76.01
176-66,398.64
185-3118,664.73
81-194,417.72
104-34,11.52
85-86,1124.65
110-85,74.36
192-3114,0.86
106-122,32.13
114-142,46.66
Nov-02,6.3
43-43,44.99
70-108,390.79
21-70,53.26
110-44,5.83
18-111,12.47
193-3071,12.43
194-81,355.13
142-145,184.84
34-24,14.45
114-88,147.26
117-25,0.77
190-3101,5.67
108-179,6.96
34-34,29.61
11-115,48.18
70-66,124.53
142-165,59.43
176-179,832.22
122-74,87.25
179-115,12.75
16-122,96.49
125-122,48.88
70-74,276.19
193-194,89.28
176-81,976.45
