,Origin,Destination,Distance,Time
0,5452,7307,300,5
1,7801,8810,58,1
2,6279,11741,170,3
3,8817,8832,7,0
4,7606,17057,183,3
5,13601,13748,149,2
6,3053,19341,362,6
7,5452,14586,319,6
8,7307,7606,10,1
9,2554,13209,406,9
10,19454,2379,316,5
11,8832,11236,34,1
12,6095,12144,104,2
13,1022,10523,127,2
14,8691,7606,65,1
15,14845,11741,288,4
16,13601,15639,454,7
17,17339,18067,101,2
18,3053,11741,275,4
19,10523,13209,247,4
20,4072,15639,641,10
21,10523,11741,64,1
22,8007,5452,387,7
23,1887,1887,0,0
24,3561,4005,178,3
25,1505,12144,138,2
26,7307,8817,32,1
27,16415,13748,282,4
28,4730,11211,562,8
29,11714,3053,255,4
30,1887,11239,225,4
31,2554,2554,0,0
32,19341,8832,94,1
33,17922,6074,260,4
34,16415,1760,537,8
35,2771,11211,188,3
36,1887,8817,257,4
37,13601,4072,430,7
38,8832,17756,181,3
39,10913,17756,194,3
40,14219,1532,432,6
41,3561,12144,213,4
42,4730,8007,652,10
43,3784,6279,168,3
44,1505,6279,52,1
45,3053,14219,487,7
46,1505,1505,0,0
47,7606,16323,345,5
48,7801,3561,370,6
49,6279,7801,171,3
50,1887,11101,218,4
51,8007,3053,334,5
52,17922,7606,140,2
53,1022,1887,97,2
54,10523,8832,54,1
55,8817,1760,231,4
56,13403,1760,247,4
57,6095,4005,189,3
58,6279,1887,89,1
59,8817,1887,256,4
60,2771,7307,190,4
61,19113,6492,193,3
62,1887,3561,140,2
63,15801,18067,217,3
64,14845,6457,286,4
65,10913,16063,409,6
66,2771,14845,362,5
67,4730,11714,575,9
68,17756,16415,267,4
69,17922,16063,271,4
70,11101,7307,7,0
71,1760,19454,297,5
72,2554,19113,387,9
73,3784,4730,412,6
74,17922,19154,102,2
75,8691,1022,212,4
76,8810,14219,383,6
77,17756,8817,177,3
78,6074,8817,158,3
79,17756,17756,0,0
80,4072,1505,117,2
81,12901,19113,406,6
82,16063,19154,338,5
83,1532,16415,528,8
84,16063,17339,232,3
85,3053,6095,134,2
86,8007,19341,43,1
87,7801,14586,299,4
88,8832,7307,25,1
89,16415,17922,318,5
90,13403,17339,287,5
91,2379,7307,224,4
92,18067,7606,94,2
93,3784,10913,253,4
94,3466,17057,385,6
95,1760,8832,227,4
96,1862,6074,100,2
97,11211,12144,158,3
98,19454,13209,239,4
99,11239,19154,89,2
100,8832,10913,50,1
101,15801,14845,199,3
102,11211,1760,199,3
103,7307,11211,7,0
104,1862,1022,96,2
105,7307,10523,32,1
106,2554,11239,286,7
107,3466,14219,372,6
108,14219,15639,239,4
109,15639,14219,239,4
110,1862,6095,111,2
111,12901,14586,316,5
112,8007,17339,123,4
113,3561,19454,437,7
114,8691,8691,0,0
115,14219,11714,406,7
116,8832,8007,65,1
117,14219,12901,385,6
118,12144,13403,100,2
119,7801,7801,0,0
120,7606,2346,218,3
121,7307,8691,57,1
122,3466,16063,554,9
123,13601,7307,314,5
124,16415,1887,562,8
125,13748,12144,139,2
126,13601,14586,150,2
127,1505,8832,213,3
128,7307,7307,0,0
129,13209,10523,247,4
130,2771,2771,0,0
131,14845,1760,347,5
132,2379,17057,395,6
133,15639,15801,96,2
134,11714,17756,214,3
135,2346,13209,334,5
136,11741,11741,0,0
137,1532,8817,224,4
138,11239,8817,40,1
139,14219,5452,388,7
140,19154,11211,84,2
141,8007,11239,98,2
142,3053,6615,181,3
143,3561,11236,345,5
144,4072,10523,278,4
145,3466,1532,79,2
146,3053,6492,153,2
147,13601,11211,319,5
148,1760,8817,235,4
149,6457,6279,39,1
150,8817,13748,167,3
151,8007,17756,180,3
152,14219,3561,497,8
153,13601,13403,84,2
154,2379,2346,12,0
155,8007,19154,25,1
156,13601,11236,327,5
157,16063,6095,504,7
158,3053,10523,221,3
159,6492,6457,14,0
160,4072,6492,211,3
161,16063,18067,311,5
162,3561,19341,459,7
163,14845,16323,223,4
164,6095,6095,0,0
165,15801,3784,532,8
166,6615,17339,247,4
167,13601,17339,336,5
168,11101,2379,214,3
169,8832,6615,90,2
170,2379,11239,220,4
171,15801,6279,410,6
172,18067,3053,338,5
173,19341,6279,257,4
174,17756,8832,181,3
175,13403,2346,281,4
176,8817,12144,173,3
177,1760,3466,92,2
178,3466,1022,65,1
179,6279,15801,410,6
180,8007,2379,308,5
181,17339,5452,461,8
182,11236,19341,126,2
183,16415,12901,480,8
184,8810,4072,348,5
185,2554,17057,462,10
186,4072,10913,290,5
187,7307,6492,97,2
188,7801,1760,230,4
189,10523,16415,444,6
190,4005,11211,301,5
191,1532,11741,220,4
192,7606,15801,280,4
193,8810,16063,366,5
194,6074,16415,492,7
195,13209,1505,286,4
196,8817,19154,52,1
197,11236,4072,310,5
198,19454,3053,342,5
199,14586,8817,328,5
200,1887,12144,175,3
201,3784,7307,269,4
202,14586,1505,362,5
203,18067,6457,198,3
204,3561,19113,444,7
205,13403,6615,235,4
206,17922,17057,56,1
207,1760,19341,318,5
208,14219,6074,398,6
209,7801,16323,316,5
210,15639,19113,281,4
211,10523,6074,104,2
212,12144,16415,389,6
213,4730,1022,436,6
214,19154,13748,180,3
215,16415,6615,484,7
216,2771,14586,389,6
217,14845,10523,231,4
218,8817,13403,267,4
219,14586,6279,355,5
220,3784,13403,228,4
221,7307,2379,224,4
222,15801,1887,494,7
223,19454,6095,221,4
224,8007,11714,124,2
225,19454,10913,120,2
226,19454,1022,250,4
227,18067,19341,71,1
228,6279,8817,174,3
229,8832,6074,151,2
230,19113,19154,25,1
231,3784,7606,262,4
232,7801,4005,332,5
233,19113,8832,78,1
234,6457,1532,88,1
235,7307,18067,85,2
236,4730,6457,463,7
237,2346,18067,308,5
238,1862,8007,313,5
239,14845,11714,270,4
240,7307,6279,145,2
241,11714,17922,168,3
242,18067,11741,147,3
243,16063,6074,504,7
244,17922,4072,440,7
245,11211,11236,7,0
246,8817,7307,32,1
247,6615,10523,43,1
248,6492,8832,117,2
249,19154,11741,135,2
250,4072,17756,449,7
251,8832,19454,73,1
252,4072,14845,450,7
253,6457,16063,490,7
254,1505,18067,275,4
255,7606,14586,328,5
256,1022,1532,62,1
257,8691,2346,278,4
258,1760,6492,110,2
259,6615,3053,182,3
260,18067,14219,328,5
261,15801,3466,475,7
262,13601,16323,364,5
263,19154,11714,116,2
264,11211,11239,7,0
265,2346,3561,192,3
266,19113,19454,38,1
267,6457,3561,238,4
268,13403,4005,349,5
269,11239,15801,311,5
270,11714,3784,273,4
271,11714,6492,101,2
272,7801,10523,56,1
273,11714,8832,58,1
274,18067,17057,95,2
275,13209,7606,247,4
276,4005,17057,478,7
277,8007,16323,349,5
278,11714,10523,43,1
279,7307,11101,7,0
280,8832,11741,81,2
281,3561,1760,168,3
282,17756,18067,114,2
283,13601,17922,281,4
284,8007,8691,39,1
285,16415,4005,639,9
286,13403,6457,224,3
287,6492,4005,209,3
288,14845,4005,449,6
289,12901,6615,298,5
290,14586,17057,261,4
291,4005,10523,277,4
292,2379,17756,379,6
293,2771,15801,468,7
294,14219,6279,423,6
295,7801,11714,73,1
296,3053,16415,582,8
297,4005,2346,131,2
298,1022,7606,152,3
299,11741,17057,232,4
300,7801,16063,362,5
301,11236,16415,434,7
302,3561,11741,372,6
303,11211,11741,50,1
304,11101,8832,32,1
305,4072,16415,640,9
306,1887,15801,494,7
307,19113,6095,227,4
308,17339,7801,171,3
309,4005,7801,332,5
310,11236,8817,39,1
311,19154,1887,304,5
312,3561,4730,309,6
313,10523,7606,25,1
314,6074,13748,240,4
315,2554,10913,275,7
316,4072,17057,480,7
317,11714,1760,209,3
318,15801,19454,254,4
319,19154,11239,89,2
320,6279,11714,152,3
321,3561,17339,522,8
322,11714,10913,47,1
323,17756,1505,334,5
324,2771,6615,126,2
325,1862,2379,50,1
326,7801,11236,47,1
327,14219,14586,75,1
328,14219,16323,148,2
329,8832,15801,285,4
330,6279,4730,428,6
331,7307,4005,307,5
332,2379,12144,183,3
333,7606,1532,187,3
334,1505,14586,362,5
335,17756,6492,267,4
336,5452,12144,157,3
337,8691,15639,303,5
338,4072,2346,132,2
339,8832,12144,169,3
340,2346,16063,616,9
341,19454,15801,253,4
342,8817,14219,374,6
343,10523,18067,117,2
344,19154,17339,122,2
345,15801,6074,395,6
346,4730,19341,680,10
347,16415,11239,451,7
348,19341,12901,405,6
349,18067,6279,232,4
350,11239,19454,104,2
351,3561,7801,372,6
352,14219,6615,409,7
353,18067,3784,356,6
354,5452,13748,281,5
355,1862,14845,372,5
356,1862,16063,605,9
357,14219,1760,442,6
358,15801,8832,283,4
359,12144,1505,139,2
360,11239,1505,189,3
361,15801,11714,319,5
362,16063,15639,59,1
363,3784,13748,268,5
364,14586,8832,332,5
365,17922,16323,248,4
366,6615,17756,239,4
367,14586,16415,169,3
368,16063,2379,612,9
369,4005,19454,398,6
370,11211,1887,223,4
371,1505,13209,286,4
372,2771,19454,286,5
373,6074,12144,106,2
374,7307,8832,25,1
375,1760,3561,167,3
376,18067,4730,656,10
377,6457,17339,289,5
378,15801,8810,287,5
379,19454,8007,40,1
380,11239,2346,222,4
381,11101,6095,119,2
382,6492,6279,48,1
383,5452,1022,207,3
384,13209,16415,245,4
385,19154,7307,78,1
386,1532,13748,278,4
387,11239,13748,195,3
388,11211,5452,349,5
389,1887,19454,319,5
390,11714,6615,73,1
391,6095,16415,491,7
392,19454,4072,402,6
393,5452,16323,533,9
394,1862,10913,211,3
395,13601,19154,328,5
396,1887,1505,43,1
397,7606,19154,86,1
398,6457,8810,151,3
399,12901,14219,383,6
400,8691,3784,322,5
401,8691,11714,93,2
402,3561,11714,354,5
403,4072,5452,239,4
404,19454,7606,102,2
405,1887,10913,211,3
406,8691,3466,266,4
407,8007,6492,180,3
408,11236,7606,32,1
409,3784,17057,442,7
410,3561,14586,432,7
411,12144,6095,104,2
412,11211,17756,184,3
413,13403,19341,278,5
414,4072,13403,351,5
415,4730,13209,663,10
416,8691,1532,247,4
417,11101,11741,50,1
418,13601,6492,310,5
419,1887,4072,89,1
420,11714,6279,149,3
421,4072,8832,329,5
422,4730,12144,514,7
423,1862,3053,32,1
424,19113,16063,336,5
425,3561,6615,278,4
426,2379,19154,298,5
427,11239,10523,37,1
428,8832,11239,34,1
429,2379,3466,122,3
430,17756,11239,206,3
431,4072,11101,298,5
432,3561,3561,0,0
433,1760,17057,378,6
434,13403,15639,439,6
435,8817,12901,333,5
436,15639,6615,405,6
437,5452,16063,568,9
438,13209,14845,89,2
439,2346,12144,186,3
440,11211,7307,7,0
441,6279,1862,88,1
442,8817,11236,40,1
443,19154,5452,379,6
444,2771,16323,533,8
445,16415,6492,501,7
446,13403,12901,187,3
447,10913,8810,70,1
448,16415,19113,422,6
449,13601,3561,350,6
450,4730,2379,382,6
451,13209,11101,257,4
452,17922,19454,78,1
453,19113,1532,291,5
454,7606,3561,337,5
455,7307,6095,132,3
456,3784,8832,291,5
457,14586,13748,165,2
458,2771,17339,368,9
459,3561,2379,181,3
460,11239,4072,308,5
461,17339,19113,117,2
462,3561,15639,680,10
463,16323,19154,343,5
464,13209,13403,58,1
465,17339,12901,467,7
466,16415,5452,483,8
467,19113,13748,185,3
468,4072,4005,1,0
469,14586,7606,328,5
470,8817,16063,382,6
471,19454,12144,211,3
472,7801,15639,316,5
473,3561,12901,126,3
474,3561,8007,428,7
475,1022,19154,232,4
476,2346,4005,130,2
477,13601,18067,267,4
478,17339,15639,178,3
479,6615,11741,94,2
480,1760,8810,247,4
481,6074,12901,265,4
482,13601,6074,280,5
483,4730,8810,609,9
484,7606,12901,295,4
485,14586,4072,480,7
486,19113,1022,255,4
487,3561,15801,610,9
488,10913,3561,329,5
489,2554,15639,624,12
490,2554,19154,365,8
491,6615,14845,274,4
492,17339,13748,189,3
493,16063,13209,329,5
494,13601,11741,371,6
495,6615,18067,152,3
496,11239,1887,226,4
497,6279,1532,53,1
498,13209,4072,406,6
499,4730,14586,739,11
500,8817,2379,251,4
501,11236,12901,331,5
502,16415,19341,366,6
503,16323,6279,475,7
504,8832,1022,179,3
505,11101,16063,400,6
506,8832,13209,252,4
507,6279,15639,479,7
508,3784,3784,0,0
509,18067,17756,114,2
510,17339,3053,429,7
511,12144,8810,190,3
512,17339,3561,522,8
513,8691,18067,90,2
514,17922,3466,342,5
515,5452,12901,29,1
516,8691,6279,198,3
517,4005,19341,419,6
518,14586,17922,252,4
519,8007,16063,339,5
520,11211,3053,245,4
521,8691,7307,57,1
522,4072,7801,334,5
523,11101,17756,186,3
524,6074,6615,61,1
525,18067,15639,257,4
526,1022,3561,197,3
527,4072,1887,86,1
528,2379,19454,314,5
529,18067,17922,52,1
530,8817,17922,118,2
531,11714,3466,216,4
532,11101,16415,431,6
533,19341,6095,242,4
534,19154,3784,344,5
535,12901,1532,257,4
536,11236,18067,106,2
537,6457,13748,224,4
538,15639,1887,564,9
539,17339,11714,219,4
540,2379,1505,62,1
541,6074,4005,178,3
542,8810,3561,382,6
543,6095,6279,27,1
544,19154,4005,382,6
545,1505,16415,524,8
546,6279,19454,236,4
547,13209,6492,285,4
548,2554,1532,129,5
549,8817,11714,66,1
550,16063,16415,95,1
551,16415,14219,98,1
552,6457,7606,104,2
553,19113,5452,400,7
554,14586,1887,399,6
555,14845,14219,142,2
556,17339,1532,372,6
557,2771,19113,292,5
558,6279,1505,52,1
559,2771,7606,185,4
560,15801,17756,126,2
561,6279,3784,166,3
562,6095,13209,252,4
563,8810,2379,262,4
564,8817,4072,337,5
565,8832,8810,22,0
566,3784,12144,135,3
567,2771,13403,263,4
568,13209,17339,271,4
569,1887,19154,303,5
570,3784,11741,295,5
571,18067,1887,317,5
572,11239,17339,203,3
573,16415,1532,527,8
574,13209,4730,664,10
575,1887,11714,236,4
576,17339,16063,232,3
577,14845,1022,280,4
578,18067,8817,75,1
579,6279,19341,257,4
580,14219,19113,384,6
581,15639,6074,465,7
582,19454,19154,25,1
583,11236,17339,203,3
584,8832,17057,163,2
585,3053,7307,251,4
586,3466,3561,139,2
587,4005,19154,382,6
588,3561,6074,220,3
589,6492,6615,29,1
590,14586,6457,351,5
591,14219,16415,97,1
592,3053,6279,109,2
593,13601,2771,339,6
594,18067,11101,99,2
595,4072,8810,348,5
596,15801,6457,379,6
597,11236,6492,96,2
598,1887,6492,132,2
599,16063,16323,57,1
600,11239,1532,191,3
601,1505,5452,232,3
602,8691,3053,304,5
603,2346,1022,107,2
604,19154,13403,278,5
605,14219,17057,293,5
606,12901,3561,124,3
607,8817,4005,333,5
608,13601,7606,312,5
609,1887,17339,407,6
610,13209,7307,249,4
611,6279,1760,64,1
612,15639,4072,646,10
613,11236,11714,29,1
614,15639,6457,446,7
615,13209,8691,282,4
616,7801,11741,91,2
617,11714,19113,136,2
618,8817,10913,55,1
619,11236,14586,341,6
620,1862,8832,250,4
621,10913,1022,143,2
622,14845,12144,199,3
623,2554,18067,373,9
624,1862,7801,254,4
625,14586,7307,329,5
626,12144,13209,151,2
627,3466,12901,180,3
628,16415,12144,389,6
629,11101,14219,382,6
630,7307,11741,56,1
631,6095,14219,395,6
632,12144,8817,172,3
633,3561,13748,344,6
634,6457,10913,93,2
635,16063,13748,360,5
636,8832,14219,377,6
637,8810,7307,43,1
638,15801,19154,278,4
639,7801,1022,183,3
640,17339,3466,390,6
641,15639,8832,326,5
642,16415,1505,524,8
643,8810,8810,0,0
644,6095,16063,504,7
645,4005,11101,296,5
646,8810,1505,229,4
647,6457,11239,107,2
648,13601,12144,176,3
649,12901,17057,461,7
650,7606,1022,152,3
651,19454,11239,106,2
652,11211,13403,252,4
653,4005,8817,336,5
654,2554,5452,313,7
655,1532,6457,89,1
656,7606,4005,300,5
657,14586,6615,371,6
658,7801,6457,137,2
659,14845,2346,382,5
660,7307,2346,225,4
661,15639,5452,618,10
662,17922,14219,296,5
663,10523,19154,107,2
664,3784,1532,137,2
665,11236,2379,223,4
666,7606,7307,10,1
667,1505,16063,568,8
668,1022,6492,60,1
669,1022,6615,88,1
670,4730,6095,451,7
671,8007,7606,94,3
672,7307,7801,35,1
673,8817,16415,423,6
674,11239,7606,30,1
675,13601,5452,193,4
676,8817,6615,96,2
677,15639,12901,624,9
678,2554,6492,216,6
679,15639,6095,464,7
680,7801,12144,150,2
681,8691,7801,73,1
682,2379,13209,332,5
683,2346,17057,397,6
684,11239,12901,328,5
685,3784,16415,517,8
686,10523,5452,289,5
687,16323,4005,637,10
688,1505,7606,185,3
689,17339,6615,247,4
690,2771,10523,169,3
691,14845,14586,104,2
692,3053,3466,89,2
693,6074,14586,330,5
694,10913,1505,176,3
695,8810,17922,127,2
696,11239,5452,352,5
697,5452,8832,322,6
698,10523,17339,209,3
699,2771,3053,86,1
700,8832,2346,245,4
701,1532,16323,525,8
702,10523,14586,328,5
703,13601,8007,334,5
704,2346,12901,285,5
705,6457,7307,111,2
706,19341,11741,172,3
707,3561,16323,645,10
708,2379,5452,242,4
709,10913,19341,141,2
710,4730,12901,510,8
711,1887,3053,29,1
712,1505,6615,123,2
713,19154,4072,386,6
714,15801,17922,175,3
715,4005,14845,450,7
716,4072,3561,109,3
717,6615,17057,241,4
718,16063,5452,567,9
719,17922,19341,60,1
720,8832,1505,213,3
721,12901,6074,267,4
722,19113,13209,267,4
723,13601,6457,301,5
724,2346,13748,322,5
725,12144,16323,440,7
726,4730,15639,902,13
727,2379,1887,46,1
728,11239,6095,126,2
729,8817,1022,185,3
730,19113,8817,73,1
731,3466,12144,86,2
732,11101,2346,214,3
733,16323,16323,0,0
734,3053,3561,113,2
735,11741,6457,137,2
736,12901,1022,244,4
737,3466,17339,390,6
738,2554,6074,185,5
739,12901,16323,529,8
740,13403,17057,281,5
741,5452,10523,289,5
742,4005,1532,111,2
743,3561,7307,345,5
744,16063,8832,379,6
745,8691,19113,53,1
746,17339,6279,322,5
747,1022,6074,30,1
748,13601,1022,257,4
749,17922,14586,258,4
750,2554,16323,628,12
751,19113,6074,227,4
752,12901,13209,240,4
753,13601,6095,278,5
754,11101,16323,354,5
755,1862,6279,88,1
756,18067,8691,91,2
757,11714,19154,114,2
758,12144,2346,185,3
759,2379,6457,131,2
760,2379,3561,181,3
761,11714,16063,428,6
762,8810,1760,242,4
763,1022,16323,485,7
764,4072,11741,332,5
765,19154,13209,262,4
766,7307,1887,229,4
767,17922,10523,161,3
768,6492,15801,369,6
769,16063,6457,488,7
770,11101,6074,120,2
771,3561,3784,80,1
772,11211,1532,188,3
773,15801,4005,572,8
774,11211,4072,304,5
775,17922,6492,226,4
776,2771,4072,138,2
777,4005,4072,1,0
778,4005,3784,150,2
779,11236,4005,306,5
780,8007,8832,65,1
781,1532,2346,55,1
782,2379,1022,104,2
783,1887,7606,222,4
784,3466,13748,218,4
785,3053,19154,325,5
786,19341,13748,181,3
787,11714,2379,228,4
788,10913,11236,42,1
789,6095,14586,328,5
790,2771,18067,278,5
791,8810,4005,344,5
792,19454,8691,43,1
793,1505,17339,370,6
794,4730,16063,944,14
795,2379,6074,109,2
796,6279,13209,277,4
797,8810,1022,196,3
798,1022,11741,182,3
799,1760,7307,205,3
800,8007,11741,144,2
801,18067,11239,111,2
802,7307,17922,131,2
803,6457,2379,132,2
804,8691,16415,437,6
805,7307,3466,213,3
806,10523,6615,43,1
807,11211,14219,380,6
808,8691,17922,120,2
809,17339,11236,203,3
810,1022,19341,269,4
811,2771,17756,364,6
812,15801,7606,280,4
813,8832,7606,32,1
814,14219,3053,488,7
815,8007,19454,40,1
816,4730,17756,711,11
817,13403,1022,180,3
818,6615,8832,91,2
819,17922,15801,183,3
820,19154,1532,270,4
821,13601,8832,316,5
822,16063,8810,366,5
823,13601,11101,322,5
824,18067,2771,278,5
825,8007,13748,187,3
826,1760,3053,56,1
827,15801,8007,284,4
828,11211,1505,186,3
829,17922,6457,240,4
830,5452,18067,365,6
831,7606,8817,40,1
832,14219,12144,294,4
833,11211,6095,123,2
834,11236,16063,411,6
835,2771,2379,33,1
836,7801,11101,42,1
837,11714,1505,196,3
838,6492,16323,434,7
839,8691,17339,140,2
840,2554,8817,319,8
841,2771,6492,124,2
842,16415,16323,62,1
843,4005,1887,86,1
844,11211,19454,102,2
845,8817,13209,249,4
846,1022,15801,420,6
847,11101,5452,344,5
848,6457,4730,462,7
849,16063,3053,624,9
850,3784,18067,352,6
851,12144,6074,107,2
852,7801,8832,43,1
853,11714,8817,65,1
854,3784,6074,143,2
855,19454,7801,76,2
856,19454,11714,131,2
857,8007,6095,217,5
858,12901,4005,270,5
859,7801,8817,47,1
860,8007,17922,100,2
861,2554,11101,280,7
862,19454,8832,73,1
863,1887,2346,58,1
864,2346,11741,250,4
865,8007,11236,98,2
866,13601,10913,307,5
867,6457,11714,118,2
868,2379,3053,70,1
869,12144,1022,84,1
870,17057,18067,94,2
871,1862,3466,83,2
872,7606,12144,134,2
873,17922,1022,288,5
874,7307,13209,249,4
875,2554,7606,282,7
876,4072,14586,478,7
877,12144,4005,253,4
878,13209,15801,278,5
879,3784,14219,422,7
880,14845,6095,301,4
881,13601,4005,426,7
882,11101,3053,240,4
883,4730,4730,0,0
884,11239,6279,142,2
885,19454,10523,123,2
886,16323,17057,226,4
887,6279,3053,111,2
888,8810,1532,231,4
889,14586,15801,197,3
890,1505,17057,364,6
891,11211,16415,429,6
892,12144,6457,127,2
893,6615,16323,407,6
894,14586,19113,346,5
895,19113,8810,60,1
896,1887,8810,268,4
897,2346,8832,247,4
898,8691,1760,258,4
899,4730,10913,551,8
900,14586,12901,318,5
901,3561,3053,113,2
902,3466,15801,476,7
903,19154,1505,267,4
904,5452,16415,482,8
905,16063,17922,272,4
906,18067,12144,216,3
907,15639,13209,388,6
908,11714,4005,311,5
909,3784,7801,295,5
910,19154,6095,204,3
911,2771,11714,202,3
912,6095,1022,30,1
913,15639,8817,329,5
914,1532,17057,367,6
915,8691,6074,183,3
916,6457,2771,104,2
917,6279,10523,116,2
918,19154,3466,288,5
919,8817,19113,73,1
920,11239,14586,358,5
921,11741,14219,431,7
922,14845,8832,234,4
923,8691,10913,82,1
924,2771,6457,104,2
925,3784,11101,260,4
926,3466,16415,468,7
927,4730,14219,806,12
928,12901,5452,29,1
929,18067,5452,370,6
930,17339,8007,122,4
931,15801,2346,504,7
932,11239,8810,54,1
933,6074,13209,254,4
934,1532,8810,236,4
935,13748,8832,168,3
936,11741,18067,144,3
937,11211,15801,288,5
938,8691,19454,43,1
939,7801,6095,155,3
940,13748,19154,181,3
941,2346,14219,477,7
942,12144,5452,157,3
943,11236,8810,53,1
944,10913,1532,178,3
945,10913,1760,190,3
946,4005,1022,174,3
947,17339,2379,402,6
948,17756,6279,287,5
949,6279,11239,142,2
950,4072,15801,573,8
951,4730,4072,263,4
952,11741,12144,196,3
953,1760,13209,301,4
954,12144,14219,294,4
955,4072,18067,390,6
956,3784,4005,150,2
957,16323,16415,62,1
958,10523,2346,199,3
959,11101,1532,184,3
960,17756,8810,185,3
961,10913,13209,242,4
962,10523,10523,0,0
963,5452,13209,244,5
964,4005,16063,683,10
965,1022,16415,470,7
966,1887,14219,465,7
967,2771,5452,257,4
968,12144,18067,212,3
969,11236,6279,144,2
970,13748,12901,287,4
971,17339,11239,203,3
972,1505,1022,59,1
973,2554,3784,225,6
974,18067,3561,432,7
975,2554,8810,330,8
976,8691,6615,123,2
977,2554,16415,645,12
978,10523,17057,206,3
979,8810,8817,12,0
980,17756,14219,216,4
981,1862,16415,561,8
982,19154,19341,44,1
983,13601,2379,358,6
984,11101,17339,189,3
985,2554,17756,459,10
986,11239,3466,209,3
987,8832,11101,32,1
988,2346,6279,99,2
989,8810,5452,341,6
990,8832,5452,324,6
991,13403,4072,354,5
992,11211,7606,21,1
993,11239,13209,277,4
994,17339,14586,260,4
995,8832,19154,58,1
996,12901,16063,564,9
997,15801,6095,393,6
998,19454,1887,321,5
999,2379,6279,97,2
1000,3561,8832,368,6
1001,6074,6457,24,0
1002,6615,7606,63,1
1003,16063,7307,393,6
1004,8832,1887,250,4
1005,15639,1505,527,8
1006,8832,12901,329,5
1007,13601,8691,347,5
1008,18067,6074,217,4
1009,16063,11741,447,7
1010,8691,15801,296,4
1011,6095,12901,263,4
1012,11101,12901,311,5
1013,10913,15639,362,5
1014,8832,15639,325,5
1015,8007,13403,285,5
1016,11101,11714,32,1
1017,16415,17057,303,5
1018,10913,14586,322,5
1019,10913,3466,197,3
1020,1022,1022,0,0
1021,6492,17057,268,4
1022,19154,6279,221,4
1023,4730,13748,652,9
1024,10913,17922,158,3
1025,1887,19341,341,5
1026,11101,19154,86,1
1027,10913,11714,51,1
1028,11101,15639,345,5
1029,19341,2346,337,5
1030,1760,16063,582,9
1031,13403,17922,232,4
1032,2554,12144,258,6
1033,17756,13209,190,3
1034,4730,2346,393,6
1035,19341,16063,298,4
1036,1887,13748,311,5
